,context,id,question,answer_start,text
42,"पैटन मैनिंग दो अलग-अलग टीमों को मल्टीपल सुपर बाउल में लीड लड़ने वाले पहले क्वार्टरबैक बने। वह 39 में उम्र में एक सुपर बाउल खेलने वाले सबसे अधिक उम्र के क्वार्टरबैक भी हैं। पिछला रिकॉर्ड जॉन एलवे के नाम था, जिन्होंने 38 की उम्र में सुपर बाउल XXXIII जीतने में ब्रोंकोस का नेतृत्व किया और वर्तमान में डेनवर के फुटबॉल संचालन के कार्यकारी उपाध्यक्ष और महाप्रबंधक हैं।",56d704430d65d214001982e1,"मैनिंग से पहले, सुपर बाउल में खेलने वाले सबसे अधिक उम्र के क्वार्टरबैक कौन थे?",185,जॉन एलवे
43,"पैटन मैनिंग दो अलग-अलग टीमों को मल्टीपल सुपर बाउल में लीड लड़ने वाले पहले क्वार्टरबैक बने। वह 39 में उम्र में एक सुपर बाउल खेलने वाले सबसे अधिक उम्र के क्वार्टरबैक भी हैं। पिछला रिकॉर्ड जॉन एलवे के नाम था, जिन्होंने 38 की उम्र में सुपर बाउल XXXIII जीतने में ब्रोंकोस का नेतृत्व किया और वर्तमान में डेनवर के फुटबॉल संचालन के कार्यकारी उपाध्यक्ष और महाप्रबंधक हैं।",56d704430d65d214001982e2,38 साल की उम्र में एलवे ने किस सुपर बाउल को जीता था?,230,सुपर बाउल XXXIII
44,"पैटन मैनिंग दो अलग-अलग टीमों को मल्टीपल सुपर बाउल में लीड लड़ने वाले पहले क्वार्टरबैक बने। वह 39 में उम्र में एक सुपर बाउल खेलने वाले सबसे अधिक उम्र के क्वार्टरबैक भी हैं। पिछला रिकॉर्ड जॉन एलवे के नाम था, जिन्होंने 38 की उम्र में सुपर बाउल XXXIII जीतने में ब्रोंकोस का नेतृत्व किया और वर्तमान में डेनवर के फुटबॉल संचालन के कार्यकारी उपाध्यक्ष और महाप्रबंधक हैं।",56d9a0eadc89441400fdb63e,दो टीमों को एक से अधिक सुपर बाउल में पहुँचाने वाले पहले क्वार्टरबैक कौन थे?,0,पैटन मैनिंग
45,"पैटन मैनिंग दो अलग-अलग टीमों को मल्टीपल सुपर बाउल में लीड लड़ने वाले पहले क्वार्टरबैक बने। वह 39 में उम्र में एक सुपर बाउल खेलने वाले सबसे अधिक उम्र के क्वार्टरबैक भी हैं। पिछला रिकॉर्ड जॉन एलवे के नाम था, जिन्होंने 38 की उम्र में सुपर बाउल XXXIII जीतने में ब्रोंकोस का नेतृत्व किया और वर्तमान में डेनवर के फुटबॉल संचालन के कार्यकारी उपाध्यक्ष और महाप्रबंधक हैं।",56d9a0eadc89441400fdb63f,सुपर बाउल 50 खेलते समय मैनिंग कितने साल के थे?,93,39
46,"पैटन मैनिंग दो अलग-अलग टीमों को मल्टीपल सुपर बाउल में लीड लड़ने वाले पहले क्वार्टरबैक बने। वह 39 में उम्र में एक सुपर बाउल खेलने वाले सबसे अधिक उम्र के क्वार्टरबैक भी हैं। पिछला रिकॉर्ड जॉन एलवे के नाम था, जिन्होंने 38 की उम्र में सुपर बाउल XXXIII जीतने में ब्रोंकोस का नेतृत्व किया और वर्तमान में डेनवर के फुटबॉल संचालन के कार्यकारी उपाध्यक्ष और महाप्रबंधक हैं।",56d9a0eadc89441400fdb640,सुपर बाउल XXXIII में 38 साल की उम्र वाले क्वार्टरबैक का नाम क्या है?,185,जॉन एलवे
47,"छह बार की ग्रैमी विजेता और अकादमी पुरस्कार के लिए नामांकित लेडी गागा ने राष्ट्रगान प्रस्तुत किया, जबकि अकादमी पुरस्कार विजेता मार्ली मैटलिन ने अमेरिकी सांकेतिक भाषा (ASL) अनुवाद प्रदान किया।",56bec6ac3aeaaa14008c93fd,लेडी गागा ने कितने ग्रैमी जीते हैं?,0,छह
48,"छह बार की ग्रैमी विजेता और अकादमी पुरस्कार के लिए नामांकित लेडी गागा ने राष्ट्रगान प्रस्तुत किया, जबकि अकादमी पुरस्कार विजेता मार्ली मैटलिन ने अमेरिकी सांकेतिक भाषा (ASL) अनुवाद प्रदान किया।",56bec6ac3aeaaa14008c93fe,लेडी गागा ने क्या गाया?,72,राष्ट्रगान
49,"छह बार की ग्रैमी विजेता और अकादमी पुरस्कार के लिए नामांकित लेडी गागा ने राष्ट्रगान प्रस्तुत किया, जबकि अकादमी पुरस्कार विजेता मार्ली मैटलिन ने अमेरिकी सांकेतिक भाषा (ASL) अनुवाद प्रदान किया।",56bec6ac3aeaaa14008c93ff,मार्ली मैटलिन ने कौन सा पुरस्कार जीता है?,27,अकादमी पुरस्कार
50,"छह बार की ग्रैमी विजेता और अकादमी पुरस्कार के लिए नामांकित लेडी गागा ने राष्ट्रगान प्रस्तुत किया, जबकि अकादमी पुरस्कार विजेता मार्ली मैटलिन ने अमेरिकी सांकेतिक भाषा (ASL) अनुवाद प्रदान किया।",56bec6ac3aeaaa14008c9400,मार्ली मैटलिन ने किसका अनुवाद किया?,72,राष्ट्रगान
51,"छह बार की ग्रैमी विजेता और अकादमी पुरस्कार के लिए नामांकित लेडी गागा ने राष्ट्रगान प्रस्तुत किया, जबकि अकादमी पुरस्कार विजेता मार्ली मैटलिन ने अमेरिकी सांकेतिक भाषा (ASL) अनुवाद प्रदान किया।",56bec6ac3aeaaa14008c9401,मार्ली मैटलिन ने किस भाषा में राष्ट्रगान का अनुवाद किया था?,143,अमेरिकी सांकेतिक भाषा
52,"छह बार की ग्रैमी विजेता और अकादमी पुरस्कार के लिए नामांकित लेडी गागा ने राष्ट्रगान प्रस्तुत किया, जबकि अकादमी पुरस्कार विजेता मार्ली मैटलिन ने अमेरिकी सांकेतिक भाषा (ASL) अनुवाद प्रदान किया।",56d20650e7d4791d00902614,राष्ट्रगान किसने गाया?,59,लेडी गागा
53,"छह बार की ग्रैमी विजेता और अकादमी पुरस्कार के लिए नामांकित लेडी गागा ने राष्ट्रगान प्रस्तुत किया, जबकि अकादमी पुरस्कार विजेता मार्ली मैटलिन ने अमेरिकी सांकेतिक भाषा (ASL) अनुवाद प्रदान किया।",56d20650e7d4791d00902615,एएसएल गेम के लिए किस अभिनेत्री ने अनुवाद किया?,126,मार्ली मैटलिन
54,"छह बार की ग्रैमी विजेता और अकादमी पुरस्कार के लिए नामांकित लेडी गागा ने राष्ट्रगान प्रस्तुत किया, जबकि अकादमी पुरस्कार विजेता मार्ली मैटलिन ने अमेरिकी सांकेतिक भाषा (ASL) अनुवाद प्रदान किया।",56d7253b0d65d214001983d4,सुपर बाउल 50 में राष्ट्रगान किसने प्रस्तुत किया था?,59,लेडी गागा
55,"छह बार की ग्रैमी विजेता और अकादमी पुरस्कार के लिए नामांकित लेडी गागा ने राष्ट्रगान प्रस्तुत किया, जबकि अकादमी पुरस्कार विजेता मार्ली मैटलिन ने अमेरिकी सांकेतिक भाषा (ASL) अनुवाद प्रदान किया।",56d7253b0d65d214001983d5,सुपर बाउल 50 में राष्ट्रगान के लिए किस अभिनेता ने सांकेतिक भाषा का काम किया?,126,मार्ली मैटलिन
56,"छह बार की ग्रैमी विजेता और अकादमी पुरस्कार के लिए नामांकित लेडी गागा ने राष्ट्रगान प्रस्तुत किया, जबकि अकादमी पुरस्कार विजेता मार्ली मैटलिन ने अमेरिकी सांकेतिक भाषा (ASL) अनुवाद प्रदान किया।",56d9c455dc89441400fdb7c4,सुपर बाउल 50 राष्ट्रगान किसने गाया था?,59,लेडी गागा
57,"छह बार की ग्रैमी विजेता और अकादमी पुरस्कार के लिए नामांकित लेडी गागा ने राष्ट्रगान प्रस्तुत किया, जबकि अकादमी पुरस्कार विजेता मार्ली मैटलिन ने अमेरिकी सांकेतिक भाषा (ASL) अनुवाद प्रदान किया।",56d9c455dc89441400fdb7c5,टेक्स्ट के अनुसार लेडी गागा ने कितने ग्रैमी पुरस्कार जीते हैं?,0,छह
58,"छह बार की ग्रैमी विजेता और अकादमी पुरस्कार के लिए नामांकित लेडी गागा ने राष्ट्रगान प्रस्तुत किया, जबकि अकादमी पुरस्कार विजेता मार्ली मैटलिन ने अमेरिकी सांकेतिक भाषा (ASL) अनुवाद प्रदान किया।",56d9c455dc89441400fdb7c6,सुपर बाउल 50 में राष्ट्रगान की सांकेतिक भाषा किसने प्रस्तुत की थी?,126,मार्ली मैटलिन
59,"समाप्ति के 4:51 समय पहले, कैरोलिना ने अपने 24 यार्ड लाइन में बॉल प्राप्त किया जिससे गेम जीतने वाली ड्राइव का मौका था लेकिन जल्द ही उन्हें 3rd-and-9 का सामना करना पड़ा। अगले खेल में, मिलर गेंद को न्यूटन से दूर ले गए, और कई खिलाड़ियों ने इसके लिए प्रयास करने के बाद, इसने पीछे की तरफ एक लंबा उछाल लिया और इसे वार्ड द्वारा प्राप्त किया गया,  जिसने इसे पाँच यार्ड की दूरी पर वापस भेजा जो पैंथर्स के 4-यार्ड लाइन के अंदर था। हालाँकि कई खिलाडियों ने इसे प्राप्त करने के लिए समूह में प्रयास किया, लेकिन न्यूटन ने ऐसा नहीं किया और उनकी आक्रामकता की कमी के कारण बाद में उनकी भारी आलोचना हुई। इस बीच, तीन खेलों के लिए डेनवर के आक्रमण को अंत छोर से बाहर बाहर रखा गया था, लेकिन जोश नॉर्मन के कॉर्नरबैक पर दिए गए पेनल्टी ने ब्रोंकोस को और भी परेशान कर दिया। तब एंडरसन ने 2-यार्ड टचडाउन रन पर अंक अर्जित किए और मैनिंग ने 2-पॉइंट के रूपांतरण के लिए बेनी फ़ाउलर को पास दिया, 3:08 समय रहते हुए डेनवर को 24-10 की बढ़त दी और खेल को लगभग जीत लिया। कैरोलिना ने दो और ड्राइव का प्रयास किया, लेकिन हर एक पर फ़र्स्ट डाउन पाने करने में असफल रहे।",56beca913aeaaa14008c946d,खेल पूरा होने में 4:51 समय पहले कैरोलिना ने किस यार्ड लाइन से शुरुआत की?,43,24
60,"समाप्ति के 4:51 समय पहले, कैरोलिना ने अपने 24 यार्ड लाइन में बॉल प्राप्त किया जिससे गेम जीतने वाली ड्राइव का मौका था लेकिन जल्द ही उन्हें 3rd-and-9 का सामना करना पड़ा। अगले खेल में, मिलर गेंद को न्यूटन से दूर ले गए, और कई खिलाड़ियों ने इसके लिए प्रयास करने के बाद, इसने पीछे की तरफ एक लंबा उछाल लिया और इसे वार्ड द्वारा प्राप्त किया गया,  जिसने इसे पाँच यार्ड की दूरी पर वापस भेजा जो पैंथर्स के 4-यार्ड लाइन के अंदर था। हालाँकि कई खिलाडियों ने इसे प्राप्त करने के लिए समूह में प्रयास किया, लेकिन न्यूटन ने ऐसा नहीं किया और उनकी आक्रामकता की कमी के कारण बाद में उनकी भारी आलोचना हुई। इस बीच, तीन खेलों के लिए डेनवर के आक्रमण को अंत छोर से बाहर बाहर रखा गया था, लेकिन जोश नॉर्मन के कॉर्नरबैक पर दिए गए पेनल्टी ने ब्रोंकोस को और भी परेशान कर दिया। तब एंडरसन ने 2-यार्ड टचडाउन रन पर अंक अर्जित किए और मैनिंग ने 2-पॉइंट के रूपांतरण के लिए बेनी फ़ाउलर को पास दिया, 3:08 समय रहते हुए डेनवर को 24-10 की बढ़त दी और खेल को लगभग जीत लिया। कैरोलिना ने दो और ड्राइव का प्रयास किया, लेकिन हर एक पर फ़र्स्ट डाउन पाने करने में असफल रहे।",56beca913aeaaa14008c946e,3rd-and-9 पर किसने बॉल फ़म्बल की?,195,न्यूटन
61,"समाप्ति के 4:51 समय पहले, कैरोलिना ने अपने 24 यार्ड लाइन में बॉल प्राप्त किया जिससे गेम जीतने वाली ड्राइव का मौका था लेकिन जल्द ही उन्हें 3rd-and-9 का सामना करना पड़ा। अगले खेल में, मिलर गेंद को न्यूटन से दूर ले गए, और कई खिलाड़ियों ने इसके लिए प्रयास करने के बाद, इसने पीछे की तरफ एक लंबा उछाल लिया और इसे वार्ड द्वारा प्राप्त किया गया,  जिसने इसे पाँच यार्ड की दूरी पर वापस भेजा जो पैंथर्स के 4-यार्ड लाइन के अंदर था। हालाँकि कई खिलाडियों ने इसे प्राप्त करने के लिए समूह में प्रयास किया, लेकिन न्यूटन ने ऐसा नहीं किया और उनकी आक्रामकता की कमी के कारण बाद में उनकी भारी आलोचना हुई। इस बीच, तीन खेलों के लिए डेनवर के आक्रमण को अंत छोर से बाहर बाहर रखा गया था, लेकिन जोश नॉर्मन के कॉर्नरबैक पर दिए गए पेनल्टी ने ब्रोंकोस को और भी परेशान कर दिया। तब एंडरसन ने 2-यार्ड टचडाउन रन पर अंक अर्जित किए और मैनिंग ने 2-पॉइंट के रूपांतरण के लिए बेनी फ़ाउलर को पास दिया, 3:08 समय रहते हुए डेनवर को 24-10 की बढ़त दी और खेल को लगभग जीत लिया। कैरोलिना ने दो और ड्राइव का प्रयास किया, लेकिन हर एक पर फ़र्स्ट डाउन पाने करने में असफल रहे।",56beca913aeaaa14008c946f,थर्ड डाउन को रोकने के लिए पैंथर डिफ़ेंडर को क्या कहा गया?,666,जोश नॉर्मन
62,"समाप्ति के 4:51 समय पहले, कैरोलिना ने अपने 24 यार्ड लाइन में बॉल प्राप्त किया जिससे गेम जीतने वाली ड्राइव का मौका था लेकिन जल्द ही उन्हें 3rd-and-9 का सामना करना पड़ा। अगले खेल में, मिलर गेंद को न्यूटन से दूर ले गए, और कई खिलाड़ियों ने इसके लिए प्रयास करने के बाद, इसने पीछे की तरफ एक लंबा उछाल लिया और इसे वार्ड द्वारा प्राप्त किया गया,  जिसने इसे पाँच यार्ड की दूरी पर वापस भेजा जो पैंथर्स के 4-यार्ड लाइन के अंदर था। हालाँकि कई खिलाडियों ने इसे प्राप्त करने के लिए समूह में प्रयास किया, लेकिन न्यूटन ने ऐसा नहीं किया और उनकी आक्रामकता की कमी के कारण बाद में उनकी भारी आलोचना हुई। इस बीच, तीन खेलों के लिए डेनवर के आक्रमण को अंत छोर से बाहर बाहर रखा गया था, लेकिन जोश नॉर्मन के कॉर्नरबैक पर दिए गए पेनल्टी ने ब्रोंकोस को और भी परेशान कर दिया। तब एंडरसन ने 2-यार्ड टचडाउन रन पर अंक अर्जित किए और मैनिंग ने 2-पॉइंट के रूपांतरण के लिए बेनी फ़ाउलर को पास दिया, 3:08 समय रहते हुए डेनवर को 24-10 की बढ़त दी और खेल को लगभग जीत लिया। कैरोलिना ने दो और ड्राइव का प्रयास किया, लेकिन हर एक पर फ़र्स्ट डाउन पाने करने में असफल रहे।",56beca913aeaaa14008c9470,2 से किस खिलाड़ी ने गेंद को अंदर पहुँचाया?,748,एंडरसन
63,"समाप्ति के 4:51 समय पहले, कैरोलिना ने अपने 24 यार्ड लाइन में बॉल प्राप्त किया जिससे गेम जीतने वाली ड्राइव का मौका था लेकिन जल्द ही उन्हें 3rd-and-9 का सामना करना पड़ा। अगले खेल में, मिलर गेंद को न्यूटन से दूर ले गए, और कई खिलाड़ियों ने इसके लिए प्रयास करने के बाद, इसने पीछे की तरफ एक लंबा उछाल लिया और इसे वार्ड द्वारा प्राप्त किया गया,  जिसने इसे पाँच यार्ड की दूरी पर वापस भेजा जो पैंथर्स के 4-यार्ड लाइन के अंदर था। हालाँकि कई खिलाडियों ने इसे प्राप्त करने के लिए समूह में प्रयास किया, लेकिन न्यूटन ने ऐसा नहीं किया और उनकी आक्रामकता की कमी के कारण बाद में उनकी भारी आलोचना हुई। इस बीच, तीन खेलों के लिए डेनवर के आक्रमण को अंत छोर से बाहर बाहर रखा गया था, लेकिन जोश नॉर्मन के कॉर्नरबैक पर दिए गए पेनल्टी ने ब्रोंकोस को और भी परेशान कर दिया। तब एंडरसन ने 2-यार्ड टचडाउन रन पर अंक अर्जित किए और मैनिंग ने 2-पॉइंट के रूपांतरण के लिए बेनी फ़ाउलर को पास दिया, 3:08 समय रहते हुए डेनवर को 24-10 की बढ़त दी और खेल को लगभग जीत लिया। कैरोलिना ने दो और ड्राइव का प्रयास किया, लेकिन हर एक पर फ़र्स्ट डाउन पाने करने में असफल रहे।",56beca913aeaaa14008c9471,2-अंक के रूपांतरण को सफलता पूर्वक प्राप्त करनेवाला कौन था?,834,बेनी फ़ाउलर
64,"समाप्ति के 4:51 समय पहले, कैरोलिना ने अपने 24 यार्ड लाइन में बॉल प्राप्त किया जिससे गेम जीतने वाली ड्राइव का मौका था लेकिन जल्द ही उन्हें 3rd-and-9 का सामना करना पड़ा। अगले खेल में, मिलर गेंद को न्यूटन से दूर ले गए, और कई खिलाड़ियों ने इसके लिए प्रयास करने के बाद, इसने पीछे की तरफ एक लंबा उछाल लिया और इसे वार्ड द्वारा प्राप्त किया गया,  जिसने इसे पाँच यार्ड की दूरी पर वापस भेजा जो पैंथर्स के 4-यार्ड लाइन के अंदर था। हालाँकि कई खिलाडियों ने इसे प्राप्त करने के लिए समूह में प्रयास किया, लेकिन न्यूटन ने ऐसा नहीं किया और उनकी आक्रामकता की कमी के कारण बाद में उनकी भारी आलोचना हुई। इस बीच, तीन खेलों के लिए डेनवर के आक्रमण को अंत छोर से बाहर बाहर रखा गया था, लेकिन जोश नॉर्मन के कॉर्नरबैक पर दिए गए पेनल्टी ने ब्रोंकोस को और भी परेशान कर दिया। तब एंडरसन ने 2-यार्ड टचडाउन रन पर अंक अर्जित किए और मैनिंग ने 2-पॉइंट के रूपांतरण के लिए बेनी फ़ाउलर को पास दिया, 3:08 समय रहते हुए डेनवर को 24-10 की बढ़त दी और खेल को लगभग जीत लिया। कैरोलिना ने दो और ड्राइव का प्रयास किया, लेकिन हर एक पर फ़र्स्ट डाउन पाने करने में असफल रहे।",56d726b60d65d214001983ea,3rd and nine पर न्यूटन से गेंद किसने छीनी?,182,मिलर
65,"समाप्ति के 4:51 समय पहले, कैरोलिना ने अपने 24 यार्ड लाइन में बॉल प्राप्त किया जिससे गेम जीतने वाली ड्राइव का मौका था लेकिन जल्द ही उन्हें 3rd-and-9 का सामना करना पड़ा। अगले खेल में, मिलर गेंद को न्यूटन से दूर ले गए, और कई खिलाड़ियों ने इसके लिए प्रयास करने के बाद, इसने पीछे की तरफ एक लंबा उछाल लिया और इसे वार्ड द्वारा प्राप्त किया गया,  जिसने इसे पाँच यार्ड की दूरी पर वापस भेजा जो पैंथर्स के 4-यार्ड लाइन के अंदर था। हालाँकि कई खिलाडियों ने इसे प्राप्त करने के लिए समूह में प्रयास किया, लेकिन न्यूटन ने ऐसा नहीं किया और उनकी आक्रामकता की कमी के कारण बाद में उनकी भारी आलोचना हुई। इस बीच, तीन खेलों के लिए डेनवर के आक्रमण को अंत छोर से बाहर बाहर रखा गया था, लेकिन जोश नॉर्मन के कॉर्नरबैक पर दिए गए पेनल्टी ने ब्रोंकोस को और भी परेशान कर दिया। तब एंडरसन ने 2-यार्ड टचडाउन रन पर अंक अर्जित किए और मैनिंग ने 2-पॉइंट के रूपांतरण के लिए बेनी फ़ाउलर को पास दिया, 3:08 समय रहते हुए डेनवर को 24-10 की बढ़त दी और खेल को लगभग जीत लिया। कैरोलिना ने दो और ड्राइव का प्रयास किया, लेकिन हर एक पर फ़र्स्ट डाउन पाने करने में असफल रहे।",56d726b60d65d214001983eb,छीनी गई बॉल किसने बरामद की?,307,वार्ड
66,"समाप्ति के 4:51 समय पहले, कैरोलिना ने अपने 24 यार्ड लाइन में बॉल प्राप्त किया जिससे गेम जीतने वाली ड्राइव का मौका था लेकिन जल्द ही उन्हें 3rd-and-9 का सामना करना पड़ा। अगले खेल में, मिलर गेंद को न्यूटन से दूर ले गए, और कई खिलाड़ियों ने इसके लिए प्रयास करने के बाद, इसने पीछे की तरफ एक लंबा उछाल लिया और इसे वार्ड द्वारा प्राप्त किया गया,  जिसने इसे पाँच यार्ड की दूरी पर वापस भेजा जो पैंथर्स के 4-यार्ड लाइन के अंदर था। हालाँकि कई खिलाडियों ने इसे प्राप्त करने के लिए समूह में प्रयास किया, लेकिन न्यूटन ने ऐसा नहीं किया और उनकी आक्रामकता की कमी के कारण बाद में उनकी भारी आलोचना हुई। इस बीच, तीन खेलों के लिए डेनवर के आक्रमण को अंत छोर से बाहर बाहर रखा गया था, लेकिन जोश नॉर्मन के कॉर्नरबैक पर दिए गए पेनल्टी ने ब्रोंकोस को और भी परेशान कर दिया। तब एंडरसन ने 2-यार्ड टचडाउन रन पर अंक अर्जित किए और मैनिंग ने 2-पॉइंट के रूपांतरण के लिए बेनी फ़ाउलर को पास दिया, 3:08 समय रहते हुए डेनवर को 24-10 की बढ़त दी और खेल को लगभग जीत लिया। कैरोलिना ने दो और ड्राइव का प्रयास किया, लेकिन हर एक पर फ़र्स्ट डाउन पाने करने में असफल रहे।",56d726b60d65d214001983ec,गेंद को प्राप्त करने के लिए समूह में शामिल न होने के लिए किस खिलाड़ी की आलोचना की गई थी?,195,न्यूटन
67,"समाप्ति के 4:51 समय पहले, कैरोलिना ने अपने 24 यार्ड लाइन में बॉल प्राप्त किया जिससे गेम जीतने वाली ड्राइव का मौका था लेकिन जल्द ही उन्हें 3rd-and-9 का सामना करना पड़ा। अगले खेल में, मिलर गेंद को न्यूटन से दूर ले गए, और कई खिलाड़ियों ने इसके लिए प्रयास करने के बाद, इसने पीछे की तरफ एक लंबा उछाल लिया और इसे वार्ड द्वारा प्राप्त किया गया,  जिसने इसे पाँच यार्ड की दूरी पर वापस भेजा जो पैंथर्स के 4-यार्ड लाइन के अंदर था। हालाँकि कई खिलाडियों ने इसे प्राप्त करने के लिए समूह में प्रयास किया, लेकिन न्यूटन ने ऐसा नहीं किया और उनकी आक्रामकता की कमी के कारण बाद में उनकी भारी आलोचना हुई। इस बीच, तीन खेलों के लिए डेनवर के आक्रमण को अंत छोर से बाहर बाहर रखा गया था, लेकिन जोश नॉर्मन के कॉर्नरबैक पर दिए गए पेनल्टी ने ब्रोंकोस को और भी परेशान कर दिया। तब एंडरसन ने 2-यार्ड टचडाउन रन पर अंक अर्जित किए और मैनिंग ने 2-पॉइंट के रूपांतरण के लिए बेनी फ़ाउलर को पास दिया, 3:08 समय रहते हुए डेनवर को 24-10 की बढ़त दी और खेल को लगभग जीत लिया। कैरोलिना ने दो और ड्राइव का प्रयास किया, लेकिन हर एक पर फ़र्स्ट डाउन पाने करने में असफल रहे।",56d726b60d65d214001983ed,"किस पैंथर्स खिलाड़ी को पेनाल्टी मिली, जिसने ब्रोंकोस को और भी निराश कर दिया?",666,जोश नॉर्मन
68,"समाप्ति के 4:51 समय पहले, कैरोलिना ने अपने 24 यार्ड लाइन में बॉल प्राप्त किया जिससे गेम जीतने वाली ड्राइव का मौका था लेकिन जल्द ही उन्हें 3rd-and-9 का सामना करना पड़ा। अगले खेल में, मिलर गेंद को न्यूटन से दूर ले गए, और कई खिलाड़ियों ने इसके लिए प्रयास करने के बाद, इसने पीछे की तरफ एक लंबा उछाल लिया और इसे वार्ड द्वारा प्राप्त किया गया,  जिसने इसे पाँच यार्ड की दूरी पर वापस भेजा जो पैंथर्स के 4-यार्ड लाइन के अंदर था। हालाँकि कई खिलाडियों ने इसे प्राप्त करने के लिए समूह में प्रयास किया, लेकिन न्यूटन ने ऐसा नहीं किया और उनकी आक्रामकता की कमी के कारण बाद में उनकी भारी आलोचना हुई। इस बीच, तीन खेलों के लिए डेनवर के आक्रमण को अंत छोर से बाहर बाहर रखा गया था, लेकिन जोश नॉर्मन के कॉर्नरबैक पर दिए गए पेनल्टी ने ब्रोंकोस को और भी परेशान कर दिया। तब एंडरसन ने 2-यार्ड टचडाउन रन पर अंक अर्जित किए और मैनिंग ने 2-पॉइंट के रूपांतरण के लिए बेनी फ़ाउलर को पास दिया, 3:08 समय रहते हुए डेनवर को 24-10 की बढ़त दी और खेल को लगभग जीत लिया। कैरोलिना ने दो और ड्राइव का प्रयास किया, लेकिन हर एक पर फ़र्स्ट डाउन पाने करने में असफल रहे।",56d726b60d65d214001983ee,जब डेनवर ने स्कोर 24-10 कर लिया तब खेल में कितना समय बचा था?,858,3:08
69,"समाप्ति के 4:51 समय पहले, कैरोलिना ने अपने 24 यार्ड लाइन में बॉल प्राप्त किया जिससे गेम जीतने वाली ड्राइव का मौका था लेकिन जल्द ही उन्हें 3rd-and-9 का सामना करना पड़ा। अगले खेल में, मिलर गेंद को न्यूटन से दूर ले गए, और कई खिलाड़ियों ने इसके लिए प्रयास करने के बाद, इसने पीछे की तरफ एक लंबा उछाल लिया और इसे वार्ड द्वारा प्राप्त किया गया,  जिसने इसे पाँच यार्ड की दूरी पर वापस भेजा जो पैंथर्स के 4-यार्ड लाइन के अंदर था। हालाँकि कई खिलाडियों ने इसे प्राप्त करने के लिए समूह में प्रयास किया, लेकिन न्यूटन ने ऐसा नहीं किया और उनकी आक्रामकता की कमी के कारण बाद में उनकी भारी आलोचना हुई। इस बीच, तीन खेलों के लिए डेनवर के आक्रमण को अंत छोर से बाहर बाहर रखा गया था, लेकिन जोश नॉर्मन के कॉर्नरबैक पर दिए गए पेनल्टी ने ब्रोंकोस को और भी परेशान कर दिया। तब एंडरसन ने 2-यार्ड टचडाउन रन पर अंक अर्जित किए और मैनिंग ने 2-पॉइंट के रूपांतरण के लिए बेनी फ़ाउलर को पास दिया, 3:08 समय रहते हुए डेनवर को 24-10 की बढ़त दी और खेल को लगभग जीत लिया। कैरोलिना ने दो और ड्राइव का प्रयास किया, लेकिन हर एक पर फ़र्स्ट डाउन पाने करने में असफल रहे।",56d9cb47dc89441400fdb832,चौथे क्वार्टर में जब कैरोलिना ने अपनी 24-यार्ड लाइन के लिए गेंद हासिल की तब घड़ी का समय क्या था?,11,4:51
70,"समाप्ति के 4:51 समय पहले, कैरोलिना ने अपने 24 यार्ड लाइन में बॉल प्राप्त किया जिससे गेम जीतने वाली ड्राइव का मौका था लेकिन जल्द ही उन्हें 3rd-and-9 का सामना करना पड़ा। अगले खेल में, मिलर गेंद को न्यूटन से दूर ले गए, और कई खिलाड़ियों ने इसके लिए प्रयास करने के बाद, इसने पीछे की तरफ एक लंबा उछाल लिया और इसे वार्ड द्वारा प्राप्त किया गया,  जिसने इसे पाँच यार्ड की दूरी पर वापस भेजा जो पैंथर्स के 4-यार्ड लाइन के अंदर था। हालाँकि कई खिलाडियों ने इसे प्राप्त करने के लिए समूह में प्रयास किया, लेकिन न्यूटन ने ऐसा नहीं किया और उनकी आक्रामकता की कमी के कारण बाद में उनकी भारी आलोचना हुई। इस बीच, तीन खेलों के लिए डेनवर के आक्रमण को अंत छोर से बाहर बाहर रखा गया था, लेकिन जोश नॉर्मन के कॉर्नरबैक पर दिए गए पेनल्टी ने ब्रोंकोस को और भी परेशान कर दिया। तब एंडरसन ने 2-यार्ड टचडाउन रन पर अंक अर्जित किए और मैनिंग ने 2-पॉइंट के रूपांतरण के लिए बेनी फ़ाउलर को पास दिया, 3:08 समय रहते हुए डेनवर को 24-10 की बढ़त दी और खेल को लगभग जीत लिया। कैरोलिना ने दो और ड्राइव का प्रयास किया, लेकिन हर एक पर फ़र्स्ट डाउन पाने करने में असफल रहे।",56d9cb47dc89441400fdb833,चौथे क्वार्टर के अंत में न्यूटन से गेंद को दूर ले जाने वाले खिलाड़ी का अंतिम नाम क्या था?,182,मिलर
